名称,销售量,销售额,商品单价,是否促销
蔬果,0.512,6.13,11.98,否
粮油,4,8,4.5,是
日配,1,4.2,4.2,否
日配,1,5.9,7.9,是
日配,3,7.2,2.4,否
日配,1,8.9,8.9,否
休闲,1,0.8,0.8,否
洗化,1,7.9,10.9,是
日配,0.914,6.2,6.78,否
日配,0.818,17.8,32.6,是
洗化,1,5.9,8,是
日配,6,40.2,6.7,否
休闲,0.198,8.6,51.6,是
蔬果,0.932,5.55,5.96,否
休闲,1,6.9,9.5,是
休闲,1,2.2,2.2,否
休闲,0.436,6.01,19.6,是
休闲,1,3.9,3.9,否
肉禽,0.182,5.42,29.8,否
粮油,4,23.6,5.9,否
肉禽,2,21.6,10.8,否
洗化,1,9.9,9.9,否
蔬果,0.98,1.76,1.8,否
日配,1.656,23.18,14,否
蔬果,0.664,3.32,5,否
休闲,0.246,4.8,27.8,是
蔬果,0.392,7.84,20,否
粮油,1,3.5,4.5,是
蔬果,1.708,7.79,4.56,否
洗化,1,4.7,4.7,否
蔬果,1.292,5.17,4,否
休闲,1,3.5,3.5,否
蔬果,0.186,1.03,5.56,否
蔬果,0.438,4.2,9.6,否
日配,1.072,23.3,32.6,是
日配,1,13.9,18.9,是
蔬果,1,5.8,5.8,否
蔬果,0.428,1.1,2.56,否
熟食,0.228,4.56,20,否
粮油,1,13.9,21.9,是
日配,1.076,7.3,6.78,否
冲调,1,2.2,3,是
休闲,1,3.7,3.7,否
粮油,1,7.9,9.9,是
蔬果,0.364,1.46,4,否
日配,1,2.3,2.3,否
休闲,1,6.9,9.5,是
蔬果,0.864,2.75,3.18,否
蔬果,0.816,4.73,5.8,否
日配,12,66,5.5,否
蔬果,0.968,5.76,5.8,否
蔬果,0.314,3.01,9.6,否
蔬果,0.288,0.51,1.76,否
日配,1,9.9,14.3,是
冲调,1,7.2,7.2,否
水产,0.154,4.62,30,否
日配,6,40.2,6.7,否
蔬果,1.712,3.42,2,否
日配,1,8.9,12.9,是
蔬果,1.464,3.75,2.56,否
蔬果,1.018,12.2,11.98,否
粮油,1,7.9,7.9,否
粮油,1,2.3,2.3,否
日配,0.938,6.36,6.78,否
蔬果,0.839,1.83,3.8,否
粮油,1,8.9,8.9,否
洗化,1,1.7,1.7,否
熟食,0.186,5.21,28,否
蔬果,0.384,1.52,3.96,否
日配,12,49,5.5,是
酒饮,1,2,2,否
蔬果,0.63,7.55,11.98,否
日配,12,42,3.5,否
蔬果,0.158,1.42,9,否
休闲,1,5.9,5.9,否
休闲,1,9.7,9.7,否
日配,1,14.9,14.9,否
洗化,1,6.5,7.7,是
蔬果,0.765,4.44,5.8,否
休闲,1,3.3,3.3,否
粮油,1,1.9,4.7,是
洗化,1,13.9,13.9,否
日配,1,9.7,9.7,否
日配,1,5.9,7.7,是
洗化,1,3.9,3.9,否
休闲,0.426,8.43,27.8,是
肉禽,1.008,23.99,23.8,否
蔬果,0.37,7.4,20,否
休闲,0.364,3.51,16.8,是
休闲,0.132,6.84,51.8,否
洗化,1,4.9,4.9,否
洗化,1,11.5,15.9,是
蔬果,1.64,9.77,5.96,否
粮油,1,3.5,4.5,是
酒饮,1,2.5,2.5,否
水产,0.122,3.66,30,否
日配,1,2.9,2.9,否
洗化,1,11.9,15.5,是
粮油,1,7.9,7.9,否
粮油,1,4.7,4.7,否
酒饮,1,22,22,否
日配,1,16.8,16.8,否
蔬果,0.688,17.2,25,否
粮油,1,5.5,5.7,否
蔬果,0.342,6.84,20,否
粮油,1,1.9,1.9,否
蔬果,0.294,4.67,15.9,否
酒饮,1,14,14,否
日配,3,8.7,4.3,是
蔬果,0.214,2.05,9.6,否
水产,1.062,31.86,30,否
蔬果,0.58,11.6,20,否
蔬果,1.062,2.74,2.58,否
蔬果,0.098,0.35,3.56,否
粮油,1,6.9,6.9,否
蔬果,0.07,0.84,12,否
休闲,0.36,7.13,19.8,否
粮油,1,7.9,8.2,是
肉禽,0.844,26.16,31,否
蔬果,2,20,10,否
蔬果,0.769,11.54,15,否
日配,1,2.4,2.4,否
日配,1,13.9,18.9,是
蔬果,0.884,10.59,11.98,否
粮油,1,14.3,14.3,否
洗化,1,11.9,11.9,否
日配,6,40.2,6.7,否
休闲,1,3.3,3.7,是
蔬果,0.77,10.47,13.6,否
蔬果,0.298,5.9,19.8,否
日配,1,12.9,12.9,否
日配,1,8.9,8.9,否
蔬果,0.642,9.2,25,否
蔬果,0.353,7.06,20,否
洗化,1,7.7,7.7,否
粮油,1,2.5,3.5,是
休闲,1,4.9,4.9,否
蔬果,0.234,1.36,5.8,否
肉禽,0.468,13.95,29.8,否
粮油,1,2.9,2.9,否
蔬果,0.506,1,1.98,否
蔬果,0.308,1.71,5.56,否
粮油,1,3,3,否
休闲,0.696,17.9,39.6,是
日配,1,13.9,13.9,否
蔬果,0.596,1.18,1.98,否
休闲,0.184,6.2,51.6,是
冲调,1,2.2,3,是
休闲,1,1.9,3.5,是
粮油,1,5.9,5.9,否
粮油,1,3.9,3.9,否
酒饮,1,9.9,9.9,否
酒饮,1,2.8,2.8,否
粮油,1,2.8,2.8,否
蔬果,0.576,1.6,2.78,否
酒饮,1,22.3,22.3,否
蔬果,0.481,0.95,1.98,否
休闲,1,3.9,3.9,否
粮油,1,39.7,39.7,否
蔬果,0.704,21.12,30,否
休闲,1,3.5,3.5,否
日配,1,8.9,12.8,是
蔬果,0.85,59.5,70,否
蔬果,1.205,4.77,3.96,否
日配,1,8.9,12.9,是
洗化,1,13.9,19.9,是
蔬果,0.35,7,20,否
休闲,0.318,4.1,19.8,是
粮油,1,4.9,4.9,否
粮油,1,3.9,3.9,否
蔬果,0.39,12.17,31.2,否
日配,1,4.3,4.3,否
粮油,1,2.5,3.5,是
日配,6,40.2,6.7,否
洗化,1,3.9,3.9,否
日配,1,5.9,7.9,是
蔬果,0.584,7,11.98,否
粮油,1,0.5,0.5,否
粮油,1,2,4.5,是
日配,1,5.9,7.5,是
休闲,1,4.3,4.3,否
日配,1,11,11,否
蔬果,0.424,2.37,5.6,否
休闲,1,3.7,3.7,否
休闲,1,2.7,2.7,否
蔬果,0.59,2.95,5,否
肉禽,0.122,3.64,29.8,否
洗化,1,35.9,35.9,否
粮油,1,3.8,3.8,否
蔬果,1.612,9.61,5.96,否
蔬果,0.938,16.51,17.6,否
粮油,4,7.6,4.7,是
粮油,1,3.3,3.3,否
蔬果,0.244,1.6,6.56,否
粮油,1,3.9,3.9,否
肉禽,0.6,11.88,19.8,否
洗化,1,14.9,14.9,否
蔬果,0.558,2.12,3.8,否
酒饮,1,9.8,9.8,否
洗化,1,10.9,15.7,是
休闲,1,6.9,6.9,否
休闲,1,0.5,0.5,否
休闲,1,1.9,2.3,是
休闲,1,2.4,2.4,否
休闲,1,1,1,否
日配,1.624,22.74,14,否
日配,0.76,5.15,6.78,否
蔬果,0.302,1.81,5.98,否
休闲,1,2.9,3.9,是
蔬果,1.074,29.86,27.8,否
日配,0.532,3.61,6.78,否
水产,2.34,47.27,20.2,否
粮油,0.268,3.7,13.8,否
日配,0.868,5.89,6.78,否
休闲,1,8.9,11.9,是
休闲,1,11.9,14.3,是
蔬果,0.118,1.01,12,否
蔬果,0.591,3.31,5.6,否
休闲,1,4,4,否
休闲,1,4.9,4.9,否
休闲,3,5.7,3.5,是
休闲,1,2.9,2.9,否
日配,1,4.5,4.5,否
蔬果,0.234,2.14,3.96,否
休闲,0.336,5.24,15.6,否
蔬果,0.538,1.08,2,否
蔬果,1.384,16.33,11.8,否
蔬果,0.266,0.68,2.56,否
粮油,1,6.9,6.9,否
肉禽,0.382,11.38,29.8,否
水产,0.426,12.78,30,否
蔬果,1.186,7.07,5.96,否
洗化,1,8.9,13.9,是
休闲,1,10.7,10.7,否
蔬果,0.367,1.47,4,否
蔬果,0.439,1.13,2.58,否
日配,1,4.3,4.3,否
蔬果,0.575,2.28,3.96,否
冲调,1,2.2,3,是
日配,1,11.9,11.9,否
蔬果,0.166,0.59,3.56,否
粮油,1,6.7,6.7,否
蔬果,0.61,7.31,11.98,否
蔬果,0.356,7.12,20,否
蔬果,0.782,15.64,20,否
蔬果,0.95,21.85,23,否
休闲,1,17,17,否
蔬果,0.438,2.19,5,否
蔬果,0.41,0.81,1.98,否
休闲,1,4.2,4.2,否
冲调,1,17.3,17.3,否
肉禽,1.236,51.66,41.8,否
粮油,1,13.9,21.9,是
休闲,1,1.9,3.5,是
家居,1,9,9,否
酒饮,1,3,3,否
酒饮,1,3.9,4.5,是
蔬果,0.184,3.09,16.8,否
肉禽,0.926,18.33,19.8,否
肉禽,0.944,18.69,19.8,否
蔬果,0.658,4.32,6.56,否
粮油,1,7.7,7.7,否
粮油,2,2.6,1.3,否
休闲,1,5.9,5.9,否
蔬果,1.04,6.2,5.96,否
蔬果,0.344,1.93,5.6,否
蔬果,1.002,70.14,70,否
洗化,1,5.9,6.9,是
肉禽,0.598,17.82,29.8,否
日配,12,36,3,否
休闲,1,5.5,5.5,否
蔬果,0.388,7.68,19.8,否
休闲,1,9.3,10.4,是
蔬果,0.544,3.2,6.56,否
水产,0.228,3.85,16.9,否
蔬果,0.328,6.56,20,否
蔬果,0.886,20.38,23,否
针织,1,19,19,否
蔬果,0.384,2.52,6.56,否
蔬果,0.594,33.26,56,否
粮油,1,4.8,4.8,否
蔬果,0.184,1.02,5.56,否
洗化,1,17.7,17.7,否
日配,0.61,13.2,32.6,是
休闲,1,8.5,8.5,否
蔬果,0.809,18.61,23,否
蔬果,2.29,63.66,27.8,否
休闲,1,5.7,5.7,否
蔬果,0.9,15.84,17.6,否
肉禽,1,10.8,10.8,否
蔬果,0.584,1.16,1.98,否
蔬果,0.671,2.66,3.96,否
蔬果,0.575,3.22,5.6,否
蔬果,0.56,6.71,11.98,否
日配,1,8.9,12.9,是
休闲,1,12.9,12.9,否
休闲,1,5.5,5.5,否
休闲,1,2.7,2.7,否
熟食,0.102,2.04,20,否
粮油,1,2.8,2.8,否
蔬果,0.362,1.43,3.96,否
蔬果,0.404,8,19.8,否
粮油,1,1.7,1.7,否
洗化,1,5.9,5.9,否
粮油,1,7.9,7.9,否
蔬果,0.676,3.38,5,否
洗化,1,11.9,15.7,是
蔬果,0.366,4.39,12,否
熟食,0.57,3.42,6,否
日配,1,12.7,13.3,否
日配,1,2.5,3,是
粮油,1,11.7,11.7,否
粮油,1,0.5,0.5,否
蔬果,0.258,0.38,1.48,否
休闲,1,2.8,2.8,否
日配,1,2.9,3.7,是
日配,6,40.2,6.7,否
肉禽,0.344,12.32,35.8,否
蔬果,0.312,6.24,20,否
日配,1,65,65,否
蔬果,0.398,1.59,4,否
日配,1,65,65,否
粮油,1,6.5,6.7,否
休闲,1,10.9,14.9,是
熟食,0.54,3.24,6,否
休闲,0.17,9.49,55.8,否
蔬果,0.464,3.14,5.6,否
蔬果,0.528,1.05,1.98,否
休闲,0.256,8.6,51.6,是
休闲,1,5.5,5.5,否
酒饮,1,4,4,否
洗化,1,19.9,24.9,是
洗化,1,8.9,8.9,是
洗化,1,6.7,6.7,否
蔬果,0.299,1.66,5.56,否
蔬果,0.432,3.89,9,否
蔬果,0.242,6.05,25,否
冲调,1,80.9,80.9,否
家居,1,6,6,否
粮油,0.89,5.3,10.8,是
蔬果,0.607,3.37,5.56,否
蔬果,0.61,8.76,56,否
酒饮,1,4,4,否
蔬果,1.42,22.72,16,否
日配,1,8.9,12.9,是
蔬果,0.436,0.87,2,否
休闲,1,4.5,5.5,是
粮油,1,7.9,7.9,否
家居,1,12,12,否
酒饮,1,3.9,4.5,是
洗化,1,22.9,22.9,否
蔬果,1.238,4.95,4,否
蔬果,0.694,1.79,2.58,否
酒饮,1,3,3,否
日配,1,20.3,20.3,否
休闲,1,3.5,3.5,否
休闲,1,2.8,2.8,否
日配,1.551,10.52,6.78,否
洗化,1,6.9,6.9,否
蔬果,0.63,9.45,15,否
熟食,0.292,5.84,20,否
休闲,1,3.9,3.9,否
蔬果,2,3,1.5,否
日配,0.822,11.51,14,否
休闲,1,6.7,6.7,否
熟食,4,2,0.5,否
蔬果,0.234,2.11,9,否
蔬果,0.945,3.59,3.8,否
蔬果,0.218,0.43,1.98,否
洗化,1,8.9,8.9,否
休闲,1,5.9,5.9,否
蔬果,1.259,2.47,1.96,否
蔬果,0.304,2.92,9.6,否
休闲,3,7.5,2.5,否
日配,1,2.9,4.3,是
洗化,1,12.9,15.9,是
休闲,1,6.9,9.5,是
日配,1,13.9,16.3,是
蔬果,0.676,4.06,6,否
蔬果,1.059,31.77,30,否
冲调,1,12.9,12.9,否
日配,1,5.9,7.7,是
休闲,1,4.9,4.9,否
休闲,1,2.3,2.9,是
蔬果,0.4,3.04,7.6,否
蔬果,0.354,0.98,2.78,否
蔬果,0.693,1.77,2.56,否
日配,12,49,5.5,是
粮油,1,11.9,11.9,否
粮油,1,5.9,5.9,否
酒饮,1,1.8,1.8,否
肉禽,0.368,10.97,29.8,否
粮油,1,5.9,5.9,否
休闲,1,3.5,3.5,否
文体,1,1.7,1.7,否
日配,1.624,22.74,14,否
日配,1,3,3,否
粮油,1,9.5,9.5,否
蔬果,0.816,2.09,2.56,否
蔬果,0.542,2.59,3.96,否
休闲,1,3.2,3.2,否
洗化,1,7.9,7.9,否
粮油,1,7.9,7.9,否
休闲,1,17.9,17.9,否
休闲,0.314,3,16.8,是
休闲,1,3.3,3.3,否
肉禽,0.328,9.77,29.8,否
蔬果,0.282,1.58,5.6,否
熟食,0.98,19.6,20,否
休闲,1,5.2,5.2,否
蔬果,0.588,1.63,2.78,否
蔬果,2.41,14.36,5.96,否
蔬果,0.827,5.43,6.56,否
蔬果,0.294,2.82,9.6,否
粮油,1,7.7,7.7,否
家居,1,8,8,否
家居,1,4,4,否
蔬果,1.334,15.95,11.96,否
休闲,1,5.7,5.7,否
酒饮,1,4,4,否
蔬果,0.732,5.84,7.98,否
日配,1,8.9,12.9,是
日配,24,60,3,是
日配,1,3.5,3.9,是
休闲,1,1.9,2.3,是
日配,0.758,10.61,14,否
休闲,1,6.5,6.5,否
蔬果,0.382,1.51,3.96,否
蔬果,0.564,1.44,2.56,否
粮油,1,6.7,6.7,否
粮油,1,3,3,否
粮油,1,6.9,6.9,否
蔬果,0.752,17.3,23,否
洗化,1,4.9,4.9,否
蔬果,0.63,3.15,5,否
蔬果,0.525,1.34,2.56,否
蔬果,0.318,1.26,3.96,否
休闲,1,4.3,4.3,否
日配,0.96,18.43,19.2,否
蔬果,0.727,3.64,5,否
日配,1,2.9,4.3,是
蔬果,0.247,1.62,6.56,否
蔬果,0.792,2.52,3.18,否
休闲,1,13.7,13.7,否
蔬果,1.272,10.15,7.98,否
酒饮,1,11.9,11.9,否
洗化,1,9.7,9.7,否
洗化,1,5,5,否
蔬果,0.442,1.77,4,否
粮油,1,2.8,2.8,否
蔬果,0.756,14.97,19.8,否
蔬果,1.45,7.22,5.96,否
蔬果,1.614,44.87,27.8,否
蔬果,0.38,0.97,2.56,否
蔬果,0.65,3.25,5,否
蔬果,0.412,3.13,7.6,否
粮油,1,5.7,5.7,否
酒饮,1,4,4,否
粮油,1,5.9,5.9,否
粮油,1,7.9,7.9,否
粮油,1,4.9,4.9,否
蔬果,3.77,15,3.98,否
蔬果,0.58,3.22,5.56,否
蔬果,0.598,3.47,5.8,否
蔬果,0.749,1.48,1.98,否
家居,1,7,7,否
熟食,0.202,4.04,20,否
熟食,0.522,10.44,20,否
蔬果,0.778,3.11,4,否
日配,1,2.4,2.4,否
蔬果,0.36,3.31,7.8,否
肉禽,0.416,8.24,19.8,否
粮油,1,5.7,5.7,否
蔬果,0.404,6.46,16,否
日配,1,11.9,11.9,否
蔬果,0.818,1.62,1.98,否
粮油,1,7.3,7.3,否
休闲,0.166,7.27,51.6,是
蔬果,0.414,6.62,16,否
休闲,1,9.3,9.3,否
蔬果,0.322,7.41,23,否
休闲,1,8.9,8.9,否
蔬果,0.459,3.01,6.56,否
洗化,1,5.7,5.7,否
休闲,1,22.9,22.9,否
蔬果,3.13,18.65,5.96,否
休闲,1,20.9,20.9,否
蔬果,0.726,8.7,11.98,否
肉禽,0.672,13.31,19.8,否
休闲,0.35,3.42,16.8,是
日配,1,8.9,8.9,否
酒饮,1,5,5,否
蔬果,0.828,24.84,30,否
肉禽,0.466,9.13,19.6,否
蔬果,0.364,4.37,12,否
蔬果,1,4.2,4.2,否
蔬果,2,20,10,否
休闲,1,6.5,6.5,否
休闲,1,6,6,否
休闲,1,4.9,4.9,否
日配,1,8.9,8.9,否
粮油,1,6.7,6.7,否
蔬果,0.436,1.12,2.56,否
蔬果,0.372,1.47,3.96,否
蔬果,1.618,44.98,27.8,否
蔬果,1.972,5.81,5.56,否
休闲,1,13.5,13.5,否
肉禽,0.65,27.17,41.8,否
蔬果,0.204,1.42,6.96,否
洗化,1,22.9,22.9,否
蔬果,0.506,2.81,5.56,否
蔬果,0.668,1.32,1.98,否
日配,1,9.7,9.7,否
粮油,1,11.9,11.9,否
酒饮,1,11.9,11.9,否
肉禽,0.218,6.5,29.8,否
日配,1,2.9,3.7,是
休闲,1,8.9,11.9,是
休闲,1,4.9,5.5,是
蔬果,0.531,0.93,1.76,否
休闲,1,8.5,8.5,否
针织,1,16,16,否
日配,1,9.9,9.9,否
休闲,1,2.3,2.3,否
蔬果,0.254,2.02,7.96,否
粮油,1,7.3,7.3,否
粮油,1,2.8,2.8,否
粮油,1,5.5,5.5,否
休闲,1,2.9,4.3,是
粮油,4.938,26.56,5.58,否
蔬果,1.816,3.56,1.96,否
蔬果,0.21,1.22,5.8,否
蔬果,0.09,0.86,9.6,否
日配,1,2.5,3.5,是
日配,12,65.8,7.1,是
休闲,1,8,8.5,否
休闲,1,20.5,20.5,否
针织,1,26.9,34,是
蔬果,0.458,9.07,19.8,否
粮油,1,2.7,2.7,否
粮油,1,4.8,4.8,否
熟食,0.222,16.87,76,否
粮油,1,6.9,6.9,否
蔬果,0.6,1.55,2.58,否
休闲,1,6.5,6.5,否
粮油,1,21.3,21.3,否
蔬果,0.28,1.4,5,否
休闲,1,6.9,9.9,是
日配,1,2.9,4.3,是
蔬果,1.21,21.54,17.8,否
日配,12,80.4,6.7,否
肉禽,0.284,8.46,29.8,否
针织,1,10,12.9,是
蔬果,1.16,15.78,13.6,否
蔬果,1.202,16.35,13.6,否
洗化,1,15.9,15.9,否
洗化,1,5.9,5.9,否
粮油,1,38.9,38.9,否
蔬果,0.248,1.44,5.8,否
蔬果,1.758,19.65,7.98,否
日配,1,16.8,16.8,否
蔬果,0.439,1.12,2.56,否
粮油,5,2.5,0.5,否
蔬果,0.402,3.14,7.8,否
蔬果,0.516,15.48,30,否
洗化,1,29.9,30.9,是
日配,1,8.6,8.6,否
粮油,1,5.9,5.9,否
蔬果,0.496,1.27,2.56,否
熟食,0.784,15.68,20,否
休闲,1,2.9,2.9,否
蔬果,0.598,1.18,1.98,否
蔬果,0.508,5.06,9.96,否
休闲,0.248,10.82,51.6,是
蔬果,0.312,2.05,6.56,否
蔬果,0.484,2.81,5.8,否
蔬果,1.044,6.85,6.56,否
休闲,0.484,9.58,19.8,否
蔬果,0.47,0.75,1.6,否
蔬果,0.694,3.86,5.56,否
日配,1,5,6.6,是
休闲,1,3.3,4,是
蔬果,0.298,0.77,2.58,否
冲调,1,26.9,32.7,是
蔬果,1.556,9.27,5.96,否
休闲,1,9.3,10.9,是
蔬果,0.862,12.93,15,否
日配,1,10.9,15.9,是
粮油,1,9.9,9.9,否
家居,1,3.5,3.5,否
酒饮,20,240,12,否
休闲,1,3.3,4,是
粮油,1,3,3,否
粮油,1,2.8,2.8,否
蔬果,0.268,2.57,9.6,否
日配,1,13.9,13.9,否
蔬果,0.264,2.1,7.96,否
休闲,1,10.5,10.5,否
日配,16,34.8,2.7,是
休闲,0.472,15.95,51.6,是
蔬果,0.43,0.77,1.8,否
蔬果,0.771,3.8,20,否
休闲,1,6.5,6.5,否
蔬果,0.59,11.8,20,否
休闲,0.328,5.9,18,否
蔬果,0.525,15.75,30,否
日配,1,55,65,是
日配,1,6.7,6.7,否
蔬果,0.146,1.4,9.6,否
休闲,0.362,3.5,16.8,是
蔬果,1.14,15.5,13.6,否
休闲,1,68,68,否
洗化,1,16.9,16.9,否
休闲,1,17.5,17.5,否
蔬果,0.584,1.85,3.16,否
粮油,1,2.3,2.3,否
粮油,1,6.9,6.9,否
休闲,0.272,4.3,15.8,否
粮油,1,56.9,56.9,否
家居,1,3.5,3.5,否
洗化,1,6,6,否
休闲,1,10.9,10.9,否
蔬果,0.352,4.22,11.98,否
蔬果,0.392,1.01,2.58,否
蔬果,0.856,2.21,2.58,否
粮油,0.194,17.42,89.8,否
蔬果,0.843,5.53,6.56,否
休闲,1,2.3,2.9,是
蔬果,0.379,2.88,7.6,否
洗化,1,9.9,9.9,否
蔬果,0.076,0.68,9,否
日配,1,5.7,5.7,否
蔬果,0.344,1.38,4,否
家居,1,109,109,否
休闲,1,4.3,4.3,否
粮油,1,3.9,3.9,否
熟食,0.862,17.24,20,否
粮油,1,1.5,1.5,否
粮油,1,2.5,2.5,否
酒饮,1,1.8,1.8,否
蔬果,0.358,5.58,15.6,否
日配,1,9.9,15.5,是
熟食,2,2,1,否
休闲,1,6.5,6.5,否
粮油,1,5.7,5.7,否
粮油,1,2.3,2.3,否
蔬果,0.547,3.04,5.56,否
酒饮,10,29,5.3,是
酒饮,24,36,1.5,否
休闲,1,10.8,10.8,否
肉禽,0.57,11.29,19.8,否
粮油,1,11.9,11.9,否
休闲,1,1.9,3.5,是
蔬果,0.672,11.83,17.6,否
蔬果,0.17,1.5,7.6,否
休闲,1,4.3,4.3,否
日配,1,11.9,11.9,否
蔬果,0.326,3.91,12,否
粮油,1,3,3,否
蔬果,0.688,17.2,25,否
蔬果,0.28,1.84,6.56,否
粮油,1,14.7,14.7,否
休闲,1,4.5,4.5,否
日配,12,49,5,是
休闲,1,12.9,17.9,是
蔬果,0.534,0.79,1.48,否
日配,1.508,21.11,14,否
日配,0.26,4.94,19,否
粮油,1,8.5,29.9,是
洗化,1,2.9,3.9,是
蔬果,0.505,1.29,2.56,否
休闲,0.326,14.2,51.6,是
粮油,1,3.7,3.7,否
粮油,1,7.9,7.9,否
蔬果,0.368,2.13,5.8,否
日配,1,11.5,11.5,否
休闲,1,3.9,5.2,是
休闲,0.174,12.14,73.8,是
蔬果,0.84,6.7,7.98,否
粮油,1,11.9,11.9,否
休闲,1,6.5,6.5,否
水产,1,19.5,19.5,否
日配,1,9.9,9.9,否
休闲,0.94,9.2,17.8,是
蔬果,0.25,1.64,6.56,否
蔬果,0.628,1.62,2.58,否
蔬果,0.466,2.33,5,否
粮油,1,6.9,7.3,是
酒饮,1,12.7,12.7,否
休闲,0.356,3.42,17.8,是
蔬果,0.41,3.12,7.6,否
蔬果,1.144,6.82,5.96,否
休闲,1,4.7,4.7,否
休闲,1,3.9,5.2,是
休闲,0.356,7,27.8,是
休闲,1,5.9,5.9,否
蔬果,0.46,0.68,1.48,否
粮油,1,7.7,7.7,否
酒饮,1,3.9,4.5,是
蔬果,3,14.94,4.98,否
蔬果,0.834,2.3,5,否
蔬果,0.212,1.27,5.98,否
粮油,1,3.5,4.5,是
冲调,1,9.9,9.9,否
蔬果,1.276,3.29,2.58,否
蔬果,0.292,2.63,9,否
蔬果,1.026,2.63,2.56,否
蔬果,0.958,5.73,5.98,否
蔬果,0.236,2.12,9,否
休闲,0.658,9.08,19.6,是
家居,1,11,11,否
蔬果,0.796,2.05,2.58,否
蔬果,0.382,3.44,9,否
肉禽,0.408,8.08,19.8,否
休闲,1,5.5,5.5,否
休闲,0.346,13.77,39.8,否
冲调,1,7.3,7.3,否
蔬果,0.712,16.38,23,否
休闲,1,3.3,3.3,否
粮油,1,4.9,4.9,否
休闲,0.438,4.2,16.8,是
蔬果,0.89,6.2,5.8,否
休闲,1,4.3,4.3,否
蔬果,1.802,31.72,17.6,否
粮油,1,4.9,6.3,是
日配,1,11,11,否
休闲,0.492,6.78,19.6,是
休闲,4,13.2,3.3,否
粮油,1,11,11,否
蔬果,0.514,1.95,3.8,否
蔬果,0.33,26.4,80,否
蔬果,0.632,11.12,17.6,否
日配,5,32,6.4,否
蔬果,1.93,23.08,11.96,否
蔬果,0.53,0.78,1.48,否
休闲,0.142,16.61,117,否
日配,1,4.9,5.5,是
休闲,0.154,3.97,35.8,是
休闲,1,7.3,7.3,否
粮油,1,18.9,22.5,是
蔬果,0.312,7.18,23,否
水产,0.428,12.84,30,否
休闲,1,5.5,5.5,否
休闲,1,4.9,5.3,是
休闲,1,8.9,12.9,是
家居,1,60,60,否
蔬果,1,20,20,否
酒饮,1,7.5,7.5,否
休闲,1,9.3,10.9,是
休闲,1,5.9,5.9,否
蔬果,0.674,10.72,15.9,否
肉禽,0.302,5.92,19.6,否
休闲,1,5.9,5.9,否
日配,1,10.8,14.9,是
粮油,1,2,4.5,是
蔬果,0.536,4.07,7.6,否
粮油,1,6.5,6.7,否
粮油,0.204,18.32,89.8,否
休闲,1,4.9,5.3,是
蔬果,0.964,3.07,3.18,否
熟食,4,2,0.5,否
蔬果,0.303,5.45,18,否
蔬果,0.554,1.43,2.58,否
蔬果,0.846,3.19,12,否
休闲,1,2.7,2.7,否
休闲,1,1.9,3.5,是
冲调,1,11.7,11.7,否
粮油,1,6.8,6.8,否
蔬果,0.254,1.42,5.6,否
酒饮,1,11.9,12.3,是
休闲,0.942,31.8,51.6,是
蔬果,0.896,8.92,9.96,否
蔬果,1.306,15.41,11.8,否
蔬果,1.819,3.57,1.96,否
蔬果,0.283,0.72,2.56,否
熟食,0.25,5,20,否
蔬果,0.164,1.48,9,否
粮油,1,4.8,4.8,否
日配,1.676,23.46,14,否
蔬果,0.558,1.43,2.56,否
休闲,1,4.7,4.7,否
休闲,1,3.9,3.9,否
休闲,1,3.9,3.9,否
蔬果,0.72,4.29,5.96,否
日配,0.642,8.99,14,否
休闲,1,4.3,4.3,否
休闲,0.134,2.6,25,是
蔬果,0.984,3.94,4,否
蔬果,0.778,24.74,31.8,否
休闲,1,6.9,9.9,是
休闲,1,3.3,3.3,否
休闲,1,2.3,2.3,否
家居,1,19,19,否
休闲,0.282,6.71,23.8,否
洗化,1,6.9,9.7,是
针织,1,19.9,19.9,否
日配,1.532,10.39,6.78,否
休闲,1,13.5,13.5,否
蔬果,1.126,2.88,2.56,否
蔬果,0.4,1.11,2.78,否
粮油,1,9.9,23.3,是
蔬果,0.284,5.11,18,否
粮油,1.13,4.97,4.4,否
粮油,1,7.9,7.9,否
粮油,1,1.3,1.3,否
日配,6,40.2,6.7,否
休闲,1,6.9,9.5,是
休闲,0.41,17.9,51.6,是
休闲,1,6.9,9.9,是
休闲,0.248,3.42,19.6,是
休闲,1,2.9,2.9,否
日配,6,40.2,6.7,否
日配,1,11.9,14.9,是
粮油,1,9.9,11.9,是
粮油,1,6.9,6.9,否
粮油,1,13.9,21.9,是
休闲,0.916,12.64,19.6,是
休闲,1,12.9,16.9,是
蔬果,0.864,15.21,17.6,否
肉禽,0.308,6.04,19.6,否
日配,6,40.2,6.7,否
蔬果,0.478,2.68,5.6,否
蔬果,0.4,3.18,7.96,否
蔬果,0.374,2.17,5.8,否
休闲,0.118,5.88,49.8,否
休闲,1,2.7,2.7,否
酒饮,1,22,22,否
休闲,1,2.9,2.9,否
酒饮,1,4.5,4.5,否
洗化,1,1.5,1.5,否
休闲,1,10.9,10.9,否
休闲,1,4.3,4.3,否
冲调,1,2.2,3,是
蔬果,0.35,4.19,11.98,否
粮油,1,3.7,3.7,否
蔬果,0.4,10,25,否
休闲,1,3.5,3.5,否
蔬果,0.34,1.97,5.8,否
休闲,1,1,1,否
蔬果,0.704,8.42,11.96,否
蔬果,0.26,4.13,15.9,否
蔬果,0.294,3.11,9.6,否
